,Alex,Morgan,Taylor,Casey,Skylar,Morgan,Quinn,Sage,Avery,Blair,Harper,Dylan,Charlie,Jordan,Sam,Parker,Blake,Jordan,Emerson,Riley
1619,,,,,,,,,4.0,,4.0,,,,,,,,,
1620,,,5.0,,,,6.0,,,,,,,,,,,,,
1621,,,,,,,,,,,,,,,,,,,,
1622,,,,,,,,,8.0,7.0,,,,,,,,,,6.0
1623,,,7.0,,,,,,,,,,,6.0,,,,6.0,,
1624,,,,,6.0,,,,,,,,,8.0,,,,8.0,,
1625,,6.0,7.0,,,6.0,,,,,,,,,,,,,,
1626,,9.0,,,,9.0,,,,,,,,,,,,,,
1627,,,,,,,,,,,,,,,,,7.0,,,
1628,,,,,,,,,,,,8.0,,,,,,,,
1629,,7.0,,,,7.0,,,,6.0,,,,7.0,,,,7.0,,
1630,,,,,,,,,,,5.0,,,,6.0,,,,,
1631,,8.0,6.0,6.0,,8.0,,,,,,,,,,,,,,
1632,,,,,,,,,,8.0,,,,,,,,,,
1633,,,,,,,,,,,,,,6.0,,,,6.0,,
1634,,,,,,,,,,,,,,,6.0,,,,,
1635,,,,,,,,,,,,,,,,,,,,
1636,,,,,,,,,,,,,,,,,,,,
1637,,,6.0,,,,,,,8.0,,,,,,,,,,
1638,,,,,,,,,,8.0,,,,,,,,,,6.0
1639,,,,,,,,,,,,,5.0,,,,8.0,,,
1640,,,,7.0,,,,,,,,,,,,,,,,
1641,,,,,,,,,,,,,,,,,,,,
1642,,,,,,,,,,,,,,,,,,,,
1643,,5.0,,,,5.0,,,,,,,,6.0,,,,6.0,8.0,
1644,,,,,,,,,,,,,,8.0,,,,8.0,,
1645,,8.0,,,,8.0,,,,,,,,,,,,,,
1646,,6.0,,,,6.0,7.0,7.0,,,,,,,,,,,,
1647,6.0,,,,,,,,,,7.0,,,,,,,,,
1648,,,,,,,,4.0,,,6.0,,,,,,,,,
1649,,,,,,,,,,,,,,,,,8.0,,,
1650,,6.0,,,,6.0,,,,,,,,,,,,,,8.0
1651,,,,,,,,,,,,,,,,,,,1.0,
1652,,,,,,,,,,,,,,8.0,,,,8.0,,
1653,,,,,,,,,,,,,,,,,,,,7.0
1654,,,,,,,,6.0,,,,,,,,,,,,
1655,,,,7.0,,,,,,,,,,,,4.0,,,,
1656,,,,,,,,,5.0,,,,,,,,,,,
1657,,4.0,,,,4.0,,,,,,,,,,,,,,
1658,,,,,,,,,,,,,,,,,,,,
1659,6.0,,,,,,,,,,,,,,8.0,5.0,,,,
1660,,8.0,,,,8.0,,,,,,,,,,,,,,
1661,,,,,,,7.0,,,,,,,,,,,,7.0,
1662,,,,,,,8.0,6.0,,6.0,,,,,,,,,,
1663,,,7.0,,,,,,5.0,,,,,8.0,,,,8.0,,
1664,,6.0,,,,6.0,,,,,,,6.0,,,,,,,
1665,,,,,,,,,,,,,,,,,,,,
1666,,,,,,,,,,,,,4.0,,,,,,,
1667,6.0,,5.0,,,,,,,,,,,,,,7.0,,,
1668,,6.0,,8.0,,6.0,,,,,,,,,,,,,,
1669,,,,,,,,,,,,,,,,,,,,
1670,,,,,,,,,,,,,,,,,,,,
1671,,,,,5.0,,,,,,,,,,,,,,,
1672,,,,,,,,,,,,,,,8.0,,,,,
1673,,7.0,,,,7.0,,,,,,,,,,,,,5.0,
1674,,,,,,,,,,,,,,,,,,,,
1675,,,,6.0,,,,,,,,,,,,,,,,
1676,,,,,,,,,,,,,7.0,6.0,,,,6.0,,
1677,,,4.0,,,,,,,6.0,,,,,,,,,,
1678,,,,,,,,,,,,,,,,,,,,
1679,,,7.0,,,,,,,,,7.0,,,,,,,,
1680,,,,,,,,,,,,,,,,,,,,
1681,,,,,,,,,,,,,7.0,,,,,,,
1682,,8.0,,,,8.0,,,,5.0,7.0,,,,,,6.0,,,
1683,,,,,,,,,,6.0,,,,,,,,,,
1684,,,,,,,,,,,,,,7.0,,,,7.0,,
1685,6.0,,,,8.0,,,,,,,,,,,,,,,
1686,,,,,,,,,,,,,,,,,,,,
1687,,,,,,,,,,,,,,7.0,,,,7.0,,
1688,,,,8.0,,,,,,7.0,,,,,,5.0,,,,
1689,,,,,,,,,,,,,,,,,,,,
1690,,,,,,,,,,,,,,,,,,,,6.0
1691,,,,,,,,,,,,,,,,,,,,
1692,,,,,,,,,,,,,,,,,,,,
1693,,,,,,,,,,,,,,,,,,,,
1694,5.0,,,,,,,,,,,,,,6.0,,,,,
1695,,,,,,,,,,,,,,,,,,,,
1696,,,,6.0,,,,,,,,,,,,,7.0,,7.0,
1697,,,,,,,,,,,,,,7.0,,,,7.0,,
1698,,,,,,,,,,,,,,,,,,,,
1699,,,,,5.0,,,,,,,,,,,,,,,
1700,,,,,,,,,,,,,,,,,,,,
1701,,,,,7.0,,,,,,,,,,,,,,,
1702,,,,,,,,,8.0,,,,8.0,,,,,,,
1703,,,,,,,,,,,,,,,,,,,,
1704,,,,,,,,,,,,,,,,,,,,
1705,,,,,,,,,8.0,,,,,,,7.0,,,,
1706,,,,,,,,,,,,,,,,8.0,,,,
1707,,,,,,,6.0,,,,,,,,,,,,,
1708,,,,,,,,,,,4.0,,,,,,,,,
1709,,,,,,,,,,,7.0,,,,,,,,,
1710,7.0,,,,,,6.0,,,,,,8.0,,7.0,,,,,
1711,,,,,,,7.0,,,,,7.0,7.0,,,,,,,
1712,,,7.0,,,,,,,,,,,,,,,,,
1713,,,,,,,,,,,,,,,,,,,,
1714,,7.0,,,6.0,7.0,,,,,,,,,,,,,,
1715,,,,,,,,,,,,,,,,,,,,
1716,,8.0,,,,8.0,,,,,,,,,,6.0,,,,
1717,,,,,,,,,,,,,6.0,,,,,,,
1718,,,,,,,,,,,,,,,,,,,,
1719,,,,,,,,,,,,,,,,,,,,
1720,,,,,,,7.0,,,,,,,,,,,,,
1721,6.0,,,,,,,,,,,,,,,,,,,
1722,,,,,,,,,,,,,,,,,,,,
1723,,,,,,,,,,,,,,,,,,,,
1724,,,,,,,,,,,,,,,,,,,,
1725,,,,,,,,,,,,,,,,,,,,6.0
1726,,,,,,,,,,,,,,,,6.0,,,,
1727,,,,,,,,,,,,6.0,,,,,,,,
1728,,,,,,,,,,,,,,7.0,,,4.0,7.0,,
1729,,6.0,,,,6.0,,,,,,,,,,,,,,
1730,,,6.0,,,,,,,,,,,5.0,,,,5.0,,
1731,,,,7.0,,,,,,,,,,,,,,,,
1732,,,,,,,,,,,,,,,,,,,,
1733,,,,,,,,,,,,,,,,,,,,6.0
1734,,,5.0,,,,,,,,,,,,,,,,,
1735,,,,,,,,,,,,,,6.0,,,,6.0,,
1736,,,,,,,,,,,,,,,,,,,,
1737,,,,,,,,,,,,,,,,,,,,
1738,,,,,,,,,,,,,,7.0,,,,7.0,,
1739,,,,,,,,8.0,,,,,,7.0,,,,7.0,,
1740,,,,,,,,,,,,,,,,,,,,
1741,,,,,,,,,,,,,,,,,,,,
1742,,,,,,,,7.0,,,,,,,,,,,,
1743,,,,,,,,,,,,,,,,,,,,
1744,,,,,,,,,,,,,,,,,,,,
1745,,,,,,,,,,,,,,,,,,,,
1746,,8.0,,,,8.0,,,,,5.0,,,,6.0,,,,4.0,
1747,,,,,,,,,,,,,,,,,,,,
1748,,,,,,,,,,,,,,,,,,,,
1749,,,,,,,,,,,,,,,,,,,,
1750,,,,,,,,,,,,,,,,,,,,
1751,,,,,,,,,,,,,,6.0,,,,6.0,,
1752,,,,,,,,,,,,,,,,,,,,
1753,,,,,,,,,,,,,,,,,,,,
1754,,,,,,,,,,,,,,,,,,,,
1755,,,,,,,,,,,,,,,,,,,,
1756,4.0,7.0,,,8.0,7.0,,,,,,,,8.0,,,,8.0,,
1757,,5.0,,,,5.0,,,,,,,,,,,,,,
1758,,6.0,,,,6.0,,,,,,,,,,,,,,
1759,,,,,,,,,,,,,,,,,,,,
1760,,,7.0,,,,,,,,,,,,,,,,,
1761,,,,,,,,,,,,,,,,,,,,8.0
1762,,5.0,,,,5.0,,,,,,,,,,,,,,
1763,6.0,,,,,,,,,,,,,,,,,,,
1764,,,,,,,8.0,,,,,,,,4.0,,,,,
1765,,,,,,,,,,,,,,,,,,,,
1766,,,,,,,,,,,,,,,,,,,,
1767,,,,,,,,,,,,,,,,,,,,5.0
1768,,,,,,,,,,,,,,,,,,,,
1769,,5.0,,,,5.0,,,,,,,,,,,,,,
1770,,,,,,,,,,,,,6.0,,,6.0,,,,
1771,,,,,,,,,,,,,,,,,,,,
1772,,,,,8.0,,,,,,,,7.0,,,,,,,
1773,,,,,,,6.0,,,,,,,,,,,,,
1774,,,,,,,,,5.0,,,,,,,,,,,
1775,8.0,,,,,,,,,,,8.0,,,,,,,7.0,
1776,,,,,,,5.0,,,,7.0,,,,,,,,,
1777,,8.0,,,,8.0,,,,,,,,,,,,,,
1778,,,7.0,,,,,7.0,,,,,,6.0,,,,6.0,,
1779,,,,,,,,,,,,,,7.0,,6.0,,7.0,,
1780,5.0,,,,,,,,,,,,,,,,,,,
1781,,,,,,,,,,,5.0,,,,,,,,,
1782,,,,,,,,,,,,,,,,,,,,
1783,,,,,,,,,,,,,,,,,,,,
1784,,,,,,,,,,,,7.0,6.0,,,,,,,
1785,,,,,,,,,,,,,,,,,,,,
1786,,,,,,,,,,,,,,8.0,,,,8.0,,
1787,,,,,,,,,6.0,,6.0,,,,,,,,,
1788,,,,,,,,,,,,,,,,,,,,
1789,,,,,,,,,,,,,,,,,,,,
1790,,,,,,,,,,,,,,,,,,,,
1791,,,,,,,,,,,,,,,,,,,,
1792,,,,,,,6.0,,,,,,,7.0,,,,7.0,,
1793,,,,,,,,,,,,,,,,,,,,
1794,,,,,,,7.0,,,,,,,7.0,,,5.0,7.0,,
1795,,,,,,,,,,8.0,,,,,,,7.0,,,
1796,,,,,,,,,,,,,,,,,,,,
1797,,,,,,,,,,,,,,,,,,,,
1798,,,,,,,,,,,,,,,,,,,,
1799,,,,,,,,,,,,,,,,,,,,
1800,8.0,,,,,,,,,,,7.0,,,,,,,,
1801,,,,,3.0,,,,,,,7.0,,,7.0,,,,,
1802,,,,,,,,,,,8.0,,,,,,,,,
1803,,,,,,,,,,,,7.0,,,,,,,,
1804,,,,,,,,,5.0,,,,,8.0,,,,8.0,,
1805,,,,,,,,,,,,,,,,,,,,
1806,,,,,,,,,,,7.0,,,,,,,,,
1807,,,,,,,,,,,,,,,,,,,,
1808,,,,,,,,,,,,,,,,,,,,
1809,,,,,,,,,,,,,,,,,,,,
1810,,,,,,,,,,,,,,,,,,,,
1811,,,,,,,,,,,,,,,,,,,,
1812,,,,,,,,,,,,,,,,,,,,
1813,,,,,8.0,,,,,,,,,,,6.0,,,,
1814,,,,,,,,,,,,,,,,,,,,
1815,,5.0,,,,5.0,,,,,,,,,,,,,,7.0
1816,,,,,,,,,,,,,,,,,8.0,,,
1817,,,,,,,,,,,,,,,,,,,,
1818,,7.0,,,,7.0,,,,,,,,,,,,,,
1819,,8.0,,,3.0,8.0,,,,,,,,,,,,,,
1820,,,,,,,,,,,,,,,,,,,,
1821,,,,,,,,,,,6.0,,,,,,,,,
1822,,,,,,,,,5.0,,,,,7.0,,,,7.0,,
1823,,,,,,,,,,,,,,,,,,,,
1824,,,,,,,8.0,,,,,,,,,,7.0,,,
1825,,,,,,,,,,,,,,,,7.0,,,,
1826,,,,,,,,,,,,,,,,,,,,
1827,,,,,,,,,,,,,,,,,,,,7.0
1828,,7.0,,,,7.0,,,,,,,,,,,,,,
1829,,,,,,,,,,,,8.0,,,,,,,,
1830,3.0,,,,,,,,7.0,,,,,7.0,,,,7.0,,
1831,,,,,,,,,,8.0,,,,,,,,,,
1832,,,,,,,,,,,,,,,,,,,,
1833,,,,,,,,,,,,,,,,,,,,
1834,,,,,,,,,,,,,,,,,,,,
1835,,,,,,,6.0,,,,,,,,,,,,,
1836,,,,,,,4.0,,,7.0,,,,,,,,,,
1837,,,,,,,,,,,,,,,,,,,,
1838,,,,,,,,,,,,7.0,,,,,,,6.0,
1839,,,,,,,,,6.0,,,,6.0,,,7.0,,,,
1840,,,,,,,,,,6.0,,,,,,,,,,
1841,,,,,,,,,,,,,,,,,,,,6.0
1842,,,,,,,,6.0,,,,,,7.0,,,7.0,7.0,,
1843,,,4.0,,,,,,,,,7.0,,,,,,,,6.0
1844,,,,,,,,,,,8.0,,,,,,,,,
1845,,,,,,,,,,,,,,7.0,,,,7.0,,
1846,,5.0,,,,5.0,,,,5.0,,7.0,,,,,,,6.0,
1847,,,,,,,,,,,,,,,,,,,,
1848,,,,,,,,,,,,,,,,,,,,
1849,,,,,,,,,,,,,,,,,,,,
1850,,,,,,,,,,,,,,,,,,,,5.0
1851,,,,,,,,,,,,,,,,,,,,
1852,,8.0,,,,8.0,,,,,,,,,,,,,,
1853,,,,,,,,7.0,,,,,,,,,,,,
1854,,,,,,,,,,,,,,,,,,,,
1855,,,,,,,,,,,8.0,,,,,,,,,
1856,,,,,,,,,,,8.0,,,,,,,,,
1857,,,,,,,,,,,,,,,,,,,3.0,
1858,,,,,,,,,,,,,,8.0,,5.0,,8.0,,
1859,,,,,,,,,,,,,,,,,,,,7.0
1860,,,7.0,,,,,,,,,,,,,,7.0,,,
1861,,,,,,,,,,,,,,,,,,,,
1862,,,,,,,,,,,,,,,,,,,,
1863,,,,7.0,,,,,,,,,,,,,8.0,,,
1864,,4.0,6.0,7.0,,4.0,,,,5.0,,,,,,,,,,
1865,,,,8.0,,,,,,,,,,,,,,,,
1866,,,,,,,,,,,,,,6.0,,,,6.0,,
1867,,,,,,,,,,,,,,,,,,,,
1868,,,,,,,,,,,,,,,,,,,7.0,
1869,,,,,,,,7.0,,,,,,,,,,,,4.0
1870,,,,,,,,,,,,,,,,,,,,
1871,,,,,,,,,,,,,,,,,,,,
1872,5.0,6.0,,,,6.0,,,,,,,,,,,,,,
1873,,,,,,,,,,,,,,8.0,,6.0,,8.0,,
1874,,,,,,,,,,,,,,,,,,,,
1875,,,,8.0,,,,7.0,,,,5.0,,,,6.0,,,,
1876,,,,,,,,,,,,,,,,,,,,7.0
1877,,,,,,,,,,,,,,,,,,,,
1878,5.0,,3.0,,,,,,,,,,,,,,,,,
1879,,,,,,,,,,,,,,,,,,,,
1880,,,3.0,,,,,,,,,,,,,,,,5.0,
1881,,,,,,,,,,,,,,,,,,,,
1882,,5.0,,,,5.0,,,,8.0,,,,,,,,,,
1883,,,,,,,,,,,,,,,,,,,,
1884,,,,,,,,,,,,,,,,,,,,
1885,,6.0,,,,6.0,,,,,,,,,,,,,,
1886,,,,,,,,,,5.0,,,,,,,,,,
1887,,,,,,,,,,,,,,,,,,,,
1888,,,7.0,,,,,,,,,,,,,,,,,
1889,,4.0,,,6.0,4.0,,,,,,,7.0,8.0,,,6.0,8.0,5.0,
1890,,,,,,,,,,,,,,8.0,,,,8.0,,
1891,,,,,,,8.0,7.0,,,,,,,,,,,,
1892,,,,,,,,,,,,,,,,,,,,
1893,,,,,,,,,,,,,,,,,,,,8.0
1894,,,,,,,,,,,,,,,,,,,,
1895,,,,,,,,,,,8.0,,,,,,,,,
1896,,,,7.0,,,,,,,,,,,,,,,,
1897,,,,,,,,,,,,,,,,,,,,
1898,,7.0,,,,7.0,,,,,,,,,,,,,,
1899,,,,6.0,,,,,,,,,,,,,,,,
1900,,6.0,,,,6.0,,,,,,,,,,,,,,
1901,,,,,,,,,,,,,,,,,,,,
1902,,,,,,,,,,,,,,,,,,,,
1903,,,,6.0,,,,,,,,,,,,,,,,
1904,,8.0,,,,8.0,,,,,,,,,,,,,,
1905,,,,,,,,,,,,,,,,,,,,
1906,,,,,,,,,,,,,,,,,,,,
1907,,,,,,,,,,,8.0,,,,,,,,,
1908,,8.0,,,,8.0,,,,,,,,,,,,,,
1909,,,,,,,,,,,,,,,,,,,,
1910,,,,,,,,,,,,,,,,,,,,
1911,,,,,,,,,,,,,,,,8.0,,,,
1912,,,,,,,,,,,,,5.0,,8.0,,,,6.0,5.0
1913,,,,,,,,,,,,,,,,,,,,
1914,,,,,,,,,4.0,,,,,,5.0,,,,,
1915,,,,,,,,,,,,,,,,,,,,
1916,,,,,,,,,,,,,8.0,,,,,,,
1917,,,,,,,,,,,,,,,,,,,,
1918,,,,,,,,,,,,,,,,,,,,
1919,,,4.0,8.0,,,,6.0,,,,,,,,,,,,
1920,,,,,4.0,,7.0,7.0,,,,,,,,,,,,
1921,,,,,,,,,,,,,,,,,,,,
1922,,,,8.0,,,,,,,,,,,,,,,,
1923,,,,8.0,,,,,,,,,,,,,,,,
1924,,,,,,,,,,,,,,,8.0,,,,,
1925,,,,,,,,,,,,,,,,,7.0,,,
1926,,8.0,,5.0,,8.0,,,,,,,,,8.0,,,,,
1927,,,,,,,,,,,,,,,,,,,,
1928,,,,,,,,5.0,,,,,,,,,,,,
1929,,,,,,,,,,,,,,,,,,,,
1930,,,,,,,,,,,,,,,,,,,,
1931,4.0,8.0,,,,8.0,7.0,,,6.0,,,,,,,,,,
1932,,,,,,,,,,,,7.0,,,,,,,,
1933,,,,,,,,,,,,,,,,,,,,
1934,,5.0,,,,5.0,,,,,,,,,,8.0,,,,
1935,,,,,,,,,,,,,,,,,,,,
1936,,,,,,,,,,,,,,,,,,,,
1937,,,,,,,,,,,,,,,,,,,,
1938,,,,,,,,,,,,,,,,,,,5.0,
1939,,,,8.0,,,,5.0,,,,,,,,,,,,
1940,,,,,,,,,,,,,,,,,,,,
1941,,,,,,,,,,,,,,,,,,,,
1942,,,,,,,,,,,,,,,,,,,,
1943,,,,,,,,,,,,,,,,,,,,
1944,,,,,,,,,,,,,,,8.0,,,,,
1945,,,,,,,,,,6.0,,8.0,,,,,,,,
1946,,,6.0,,,,,,,,,,,,,,,,,
1947,,,,,,,,,,,,,,,,,,,,
1948,,8.0,,8.0,,8.0,,,,,,,,,,7.0,,,,
1949,,,,,,,,,,,,,,,,,,,,
1950,,,,,,,,,,,,,,,,,,,,
1951,,,,5.0,,,,,5.0,,,,,,,,,,,
1952,,,,,,,,,,,,,,,,,,,,
1953,,,,,,,,,,,,,,,,,,,,
1954,,,,,,,,,,,,,,,,,,,5.0,
1955,,,,,,,,,,,,,,,,,,,,
1956,,,,,8.0,,,,,,,,,,,,,,,
1957,,,4.0,,,,,,,,,,,,,,,,,
1958,,,,,,,,,,,5.0,7.0,,,,,,,,5.0
1959,,,,,,,,,,,,,,,,,,,,
1960,,,,7.0,,,,7.0,4.0,,,,,,,,,,,
1961,,,8.0,,,,,,,,,,,,8.0,,,,,
1962,,,,,,,,,,,,,,,,,,,,
1963,,,,,,,,,,,,,,,,,,,,
1964,,,,,,,,,,,,,,,,,,,,
1965,,,,,,,,,,,,,,,6.0,,,,,
1966,,,,,,,1.0,,,,,,,,,,,,,
1967,,,,,,,,,,,,,,,,,,,,
1968,,,,,,,,5.0,,,,7.0,,,,,,,,
1969,,,,,,,,,,,,7.0,,,,,,,,
1970,5.0,,,,,,,,,,,,,,,,,,,
1971,,,,,,,,,,,,,,,,,,,,
1972,,,5.0,,,,,,,,,,,,,,,,,
1973,,,,,8.0,,,4.0,,,,,,,,,,,,
1974,,,,,,,,,,,,,,,,,,,,
1975,,,,,,,5.0,,,,,,,,,,,,,
1976,,,,,,,,,,,,,,6.0,,,,6.0,,
1977,,,,,,,,,,,7.0,,8.0,,,,,,,
1978,,,,4.0,,,,,,,,,,,,,,,,
1979,,,,,,,,,,,,,,,,,,,,
1980,,,,,,,,7.0,,,,,,,,,,,,
1981,,,,,,,,,,,,,,6.0,,,,6.0,,
1982,8.0,,,,,,6.0,,,,,,,,,,,,,
1983,,,,,,,,,,,,,,,,,,,,
1984,,,6.0,,,,,,,,,,,,,,,,,
1985,,,,,,,,,,,,,,,,,,,,
1986,,,,,10.0,,,,,,,,,,8.0,,,,,
1987,,,7.0,,,,,,8.0,,,,,,,7.0,,,,
1988,,,6.0,,,,1.0,,,,,,,,,,,,,
1989,,,,,,,,,,,,,,,,,,,7.0,
1990,,,,,,,,,,,,8.0,,,,,,,,
1991,,,,,,,,,4.0,,,,,,,,,,,
1992,,,,,,,,,,,,,,,,,,,,
1993,,8.0,,,,8.0,,,,,,,,,,,,,,
1994,,,,,,,,,,,,7.0,,,,,,,,
1995,,,,,,,,,5.0,,,,,,,,,,,
1996,,,7.0,,,,,,,,,,,,6.0,,,,,
1997,,6.0,,,,6.0,7.0,,,,,,,,,,,,,
1998,,,,,,,,,,,,,,,,,,,,
1999,,,,8.0,,,,,,,,,,7.0,7.0,,4.0,7.0,,
2000,,,,,,,,,,,,,,,,,,,,
2001,,,,,6.0,,,,,,,,,,,,,,,
2002,5.0,,,,,,8.0,,,,,,,,,,,,,
2003,,,6.0,,,,,,,,5.0,,,,6.0,,8.0,,,
2004,,,,,,,,,,,,,,,,,,,,
2005,,8.0,,,,8.0,,6.0,,,,,,,,8.0,,,,
2006,,,,,,,,,,,,,,,,,,,,
2007,,,,,,,,,,,,,,,,,,,,
2008,,,,,7.0,,,,,7.0,,,,,,,,,,
2009,,,,8.0,,,,,,,,,,,,,,,,
2010,,,,,,,,,,,,,,,7.0,,7.0,,,
2011,,,,,,,1.0,,,,,,,8.0,,,,8.0,,
2012,,,,,,,,,,,,,,,,,,,,
2013,,,7.0,,,,,,,,6.0,,,8.0,,,,8.0,7.0,
2014,,8.0,,,,8.0,,7.0,,,,,,,,,,,,
2015,,,,,,,,,,,,,,,,,,,,
2016,,7.0,,,,7.0,,,,,,,,,,,,,,
2017,,,,,,,,,,,,,,,,,,,,
2018,,,,,,,,7.0,,,,,,,,,,,,
2019,,,,,,,,,,,,8.0,,,,,,,,
2020,,,,,,,,,,,,,,8.0,8.0,,,8.0,,
2021,,,,,,,,,,,,,,,,,,,,
2022,,,,,,,,,,,,,,,,,,,,
2023,,,,,,,,,,7.0,,,,,,,,,,
2024,,,,,,,,,,,,,,,,,7.0,,,
2025,,,,8.0,,,,,5.0,,,,4.0,,,,,,,
2026,,,,,,,,,,,,,,7.0,,,,7.0,,
2027,,,,,,,,,,,,,,,,,,,,
2028,,,,,,,7.0,,,,,,,,,,,,,
2029,,,,,,,,,7.0,,,,,,,,,,,
2030,,,,,,,,,,7.0,,,,,5.0,,,,,
2031,,,,,,,,,,,,,,8.0,,,,8.0,6.0,
2032,,,,,,,,8.0,,,,,,,,,,,,
2033,,,,,,,,,,,,,,,,,,,,
2034,,,,,,,,,,,,,,,,,,,,7.0
2035,,,,,,,,,,,,,,,,,,,,
2036,,,,,,,,,,,,,,,,,,,,
2037,5.0,,,,,,,,,,,,,,,,,,,
2038,,,,,,,,,,,,,,,,,,,,
2039,,,,,,,,,,,,,,,,,,,,
2040,,6.0,,,,6.0,,,,,,,,,,,,,,
2041,,,,,,,,,,,,,,,,,,,,
2042,,,,,5.0,,,,,,,,,,,,,,,
2043,,,,,,,,,,,,,,,,,,,,
2044,,,,,,,6.0,,,,,,,8.0,,,,8.0,,
2045,,,,,,,,,,,,,,,,,,,,
2046,,,,,,,,,,,,,,,,,,,,
2047,,,,,,,,,,,,6.0,,,,,,,,
2048,,,,,,,,,,,,,,,,7.0,,,,
2049,,8.0,,,,8.0,,,,,,,,,,,7.0,,,
2050,,,,,,,,,,,,,6.0,,,,,,,
2051,,,,,8.0,,,,,,,,,,,5.0,,,,
2052,,,,,,,,,,,,8.0,5.0,,,,,,,
2053,,,,,,,6.0,,,,,,,,,,,,,
2054,,,,,,,,,,,,,,,,,,,,
2055,,,,,,,,,,,,,,,,,,,,8.0
2056,,,,,,,,,7.0,,,,,,,,,,,
2057,,,,,,,,,,,,,,,,,,,,
2058,,,6.0,,,,,,,,,9.0,,,,,,,,
2059,,,,,,,,,,,,,,,,,,,,
2060,,,,,,,,,,,,,,3.0,,,8.0,3.0,,
2061,,,,,,,,,,8.0,,,,,,,,,,
2062,,7.0,,,,7.0,,,,,,,,,,,,,,
2063,,,,,,,,,,,,7.0,,,,,,,,
2064,,5.0,,,,5.0,,,,,,,,,,,,,,
2065,,,,,,,,,,,,,,,7.0,,,,,
2066,,,,,,,,,,8.0,,,,,,,,,,
2067,,,,,,,,,,,,,,,5.0,,,,,
2068,,,,,,,,,,,,,,,,,,,,
2069,,,,,,,,,,,,,5.0,,,,,,,
2070,,,,,,,8.0,,,,,,,,,6.0,,,,5.0
2071,,8.0,,,,8.0,,,,,,,,,,,,,,
2072,,,,,,,,,,,,,,,,,,,,
2073,,,,,,,,,,,,,,,,,,,,
2074,,,,,,,,,,,7.0,,,,,,,,,
2075,,,,,,,,,,,,,,1.0,,,,1.0,,
2076,,,,,,,,,6.0,8.0,,,,,8.0,,,,,
2077,,,,,,,,,,,,,,,,,,,,
2078,,,,,,,,,,,,,,,,,,,,
2079,,,,,,,,,,,,,,6.0,,,,6.0,,
2080,,,5.0,,,,,,,,,,,,,,,,,
2081,,,,,,,,,,,,,,7.0,,,,7.0,,
2082,,,,,,,,,,,,,,,,,,,,
2083,,,,,,,,,,6.0,7.0,,,8.0,,,,8.0,,
2084,,,,,,,,,,,,,,,,,,,,
2085,,,,,,,,,,,,,,,,,,,,
2086,,,,,,,,,,,,,,,,,,,,
2087,,6.0,,,,6.0,,,,,,,,,,,,,,
2088,,,,,,,,,,,,,,,,,,,,
2089,,,,6.0,,,,,,,,7.0,,,,,,,,
2090,,,7.0,4.0,,,,,,,,,,,,,,,,
2091,,,,,,,,,,,4.0,,,,,,7.0,,,
2092,,,7.0,,,,,,,8.0,,,,,,,,,,7.0
2093,,,,,,,,,,,,,,3.0,,,,3.0,,
2094,,,6.0,,,,,,,,,,,,,,,,,
2095,,,,,,,,,,,,,,,,,,,,
2096,,,,,,,,5.0,,,,,,,7.0,5.0,8.0,,,
2097,,5.0,,,4.0,5.0,,,,,,,,,,,,,6.0,
2098,,,,,,,,,,,,,,,,,,,,
2099,,,,,,,,,,,,,6.0,,,7.0,,,,
2100,,,,,,,,,,,,,,,,,,,,
2101,,,,,,,,,,,,6.0,,,,,,,,
2102,,,,,,,,,,,,,,,,,,,,
2103,,,,,,,,,,,,,,,,,,,,
2104,,,,,,,,,,,,,,,,,,,,
2105,,,,,,,,,,,,,,,,,,,,
2106,,,,,,,,,,,,,,,,,,,,
2107,,5.0,,,,5.0,,,,,,,,,,,,,,
2108,,,,,,,,,,,,,,,,,,,,
2109,,,,,,,,7.0,,,,,,7.0,,,,7.0,,
2110,,,,,,,,,,,,,,,,,,,,
2111,,,,,5.0,,,,7.0,,,,,,,,,,,
2112,,,,,,,,,,,,,,,,,7.0,,,
2113,,8.0,,6.0,,8.0,,,,,8.0,,,,,10.0,,,,
2114,,6.0,,,,6.0,,,,,,,,,,,,,,
2115,,,,,,,,,,,,,,,,,,,,
2116,,,,6.0,,,,,,,,,,8.0,,,,8.0,,
2117,7.0,,,,,,,,,,,,,,,,,,,
2118,,8.0,,,,8.0,,,,,,,,,,,,,,
2119,,,,,,,,,,,,,,,,,,,,
2120,,7.0,,,4.0,7.0,,7.0,,,,,,6.0,,,,6.0,,
2121,,,,,,,,6.0,,,,,,,,,,,,
2122,,,,,7.0,,,,,,,,,,,,,,,
2123,,,,,,,,,,,,,,,,,,,,
2124,,,,,,,,,,,,,,,,,,,,
2125,,,,,,,,,,,,,,,,,,,,
2126,,,,,,,,,,4.0,,,,,,,,,3.0,
2127,,,,,,,,6.0,,,,,,,,,,,,
2128,,,,,,,,,,,,,,,,,,,,
2129,,,,,,,,,,,,,7.0,,,,,,,
2130,,,,,,,,,,,,,,7.0,,,,7.0,,
2131,,,,,,,,,,,,,,,,,,,,
2132,,,,,,,,,,7.0,,,,,,,,,,
2133,,,,,,,,6.0,,,,,,,,,,,,
2134,,,,,,,,,,,7.0,,,,,,,,,
2135,,,,,,,,,,,,,,,,,,,,
2136,,,,,,,,,,,,,,,,,,,,
2137,,,,,,,,,,,,,,,,,,,,
